add-yield-s,2,1000,4000,2888121,722,0
add-yield-m,2,10000,40000,-938382776,-23459,0
add-yield-c,2,10000,40000,27648650,691,0
add-yield-s,4,1000,8000,7241829,905,0
add-yield-m,4,10000,80000,140863017,1760,0
add-yield-c,4,10000,80000,48479677,605,0
add-yield-s,8,1000,16000,18153730,1134,0
add-yield-m,8,10000,160000,259287798,1620,0
add-yield-c,8,10000,160000,107103795,669,0
add-yield-s,12,1000,24000,39300972,1637,0
add-yield-m,12,10000,240000,-589023812,-2454,0
add-yield-c,12,10000,240000,163347861,680,0
add-s,1,10000,20000,605514,30,0
add-m,1,10000,20000,937782,46,0
add-c,1,10000,20000,710187,35,0
add-s,2,10000,40000,4558824,113,0
add-m,2,10000,40000,5390513,134,0
add-c,2,10000,40000,5006465,125,0
add-s,4,10000,80000,16579224,207,0
add-m,4,10000,80000,10576685,132,0
add-c,4,10000,80000,9766075,122,0
add-s,8,10000,160000,46973721,293,0
add-m,8,10000,160000,18406723,115,0
add-c,8,10000,160000,18388986,114,0
add-s,12,10000,240000,100991505,420,0
add-m,12,10000,240000,25057243,104,0
add-c,12,10000,240000,28317794,117,0
add-none,1,100,200,224065,1120,0
add-none,1,1000,2000,222639,111,0
add-none,1,10000,20000,366412,18,0
add-none,1,100000,200000,1850674,9,0
add-none,2,100,400,204298,510,0
add-none,2,1000,4000,210867,52,0
add-none,2,10000,40000,933947,23,2405
add-none,2,100000,400000,8009947,20,-7558
add-none,4,100,800,343922,429,0
add-none,4,1000,8000,318125,39,372
add-none,4,10000,80000,1644120,20,-1131
add-none,4,100000,800000,14495120,18,-2302
add-none,8,100,1600,447008,279,0
add-none,8,1000,16000,499356,31,359
add-none,8,10000,160000,2880627,18,1897
add-none,8,100000,1600000,20529952,12,-11245
add-none,12,100,2400,511724,213,0
add-none,12,1000,24000,649636,27,-52
add-none,12,10000,240000,4658054,19,-14433
add-none,12,100000,2400000,34130725,14,-62119
add-yield-none,2,10,40,231476,5786,9
add-yield-none,2,20,80,214669,2683,16
add-yield-none,2,40,160,279677,1747,23
add-yield-none,2,80,320,343019,1071,19
add-yield-none,2,100,400,376472,941,18
add-yield-none,2,1000,4000,2070147,517,17
add-yield-none,2,10000,40000,16341750,408,18
add-yield-none,2,100000,400000,123006092,307,-2417
add-yield-none,4,10,80,307931,3849,0
add-yield-none,4,20,160,328506,2053,35
add-yield-none,4,40,320,343960,1074,34
add-yield-none,4,80,640,451735,705,84
add-yield-none,4,100,800,420280,525,59
add-yield-none,4,1000,8000,2130186,266,98
add-yield-none,4,10000,80000,16832189,210,28
add-yield-none,4,100000,800000,121760076,152,-680
add-yield-none,8,10,160,415358,2595,10
add-yield-none,8,20,320,483643,1511,48
add-yield-none,8,40,640,479623,749,36
add-yield-none,8,80,1280,506793,395,-10
add-yield-none,8,100,1600,581946,363,-126
add-yield-none,8,1000,16000,2252298,140,-134
add-yield-none,8,10000,160000,17087946,106,-141
add-yield-none,8,100000,1600000,-867357090,-542,-771
add-yield-none,12,10,240,630391,2626,4
add-yield-none,12,20,480,565942,1179,69
add-yield-none,12,40,960,557877,581,127
add-yield-none,12,80,1920,577760,300,261
add-yield-none,12,100,2400,648333,270,59
add-yield-none,12,1000,24000,2862493,119,-502
add-yield-none,12,10000,240000,20352695,84,-4829
add-yield-none,12,100000,2400000,168592193,70,-14992
add-yield-s,2,1000,4000,2978470,744,0
add-yield-m,2,10000,40000,58457386,1461,0
add-yield-c,2,10000,40000,27104129,677,0
add-yield-s,4,1000,8000,7540015,942,0
add-yield-m,4,10000,80000,153978012,1924,0
add-yield-c,4,10000,80000,49204688,615,0
add-yield-s,8,1000,16000,17065164,1066,0
add-yield-m,8,10000,160000,264397739,1652,0
add-yield-c,8,10000,160000,103762760,648,0
