add-yield-none,12,1000,24000,21310000,887,-6
add-yield-none,12,10000,240000,204372000,851,-21
add-yield-none,12,100000,2400000,-833591000,-347,-14
add-yield-m,2,10000,40000,198231000,4955,0
add-yield-c,2,10000,40000,25599000,639,0
add-yield-s,2,1000,4000,2869000,717,0
add-yield-m,4,10000,80000,459158000,5739,0
add-yield-c,4,10000,80000,79500000,993,0
add-yield-s,4,1000,8000,18152000,2269,0
add-yield-m,8,10000,160000,-58967000,-368,0
add-yield-c,8,10000,160000,13832000,86,0
add-yield-s,8,1000,16000,-490676000,-30667,0
add-yield-m,12,10000,240000,333882000,1391,0
add-yield-c,12,10000,240000,255849000,1066,0
add-yield-s,12,1000,24000,546692000,22778,0
add-m,1,10000,20000,658000,32,0
add-c,1,10000,20000,410000,20,0
add-s,1,10000,20000,338000,16,0
add-m,2,10000,40000,65410000,1635,0
add-c,2,10000,40000,2902000,72,0
add-s,2,10000,40000,3396000,84,0
add-m,4,10000,80000,-562145000,-7026,0
add-c,4,10000,80000,8343000,104,0
add-s,4,10000,80000,12105000,151,0
add-m,8,10000,160000,877683000,5485,0
add-c,8,10000,160000,16952000,105,0
add-s,8,10000,160000,35614000,222,0
add-m,12,10000,240000,261722000,1090,0
add-c,12,10000,240000,20057000,83,0
add-s,12,10000,240000,129100000,537,0
add-none,1,100,200,160000,800,0
add-none,1,1000,2000,119000,59,0
add-none,1,10000,20000,219000,10,0
add-none,1,100000,200000,1252000,6,0
add-none,2,100,400,105000,262,0
add-none,2,1000,4000,171000,42,355
add-none,2,10000,40000,688000,17,2407
add-none,2,100000,400000,8093000,20,2371
add-none,4,100,800,145000,181,0
add-none,4,1000,8000,230000,28,-724
add-none,4,10000,80000,1636000,20,4310
add-none,4,100000,800000,13724000,17,29048
add-none,8,100,1600,281000,175,0
add-none,8,1000,16000,387000,24,-165
add-none,8,10000,160000,2621000,16,-1935
add-none,8,100000,1600000,27978000,17,-81267
add-none,12,100,2400,354000,147,0
add-none,12,1000,24000,526000,21,483
add-none,12,10000,240000,4184000,17,-486
add-none,12,100000,2400000,41664000,17,1898
add-yield-none,2,10,40,142000,3550,0
add-yield-none,2,20,80,169000,2112,0
add-yield-none,2,40,160,209000,1306,0
add-yield-none,2,80,320,220000,687,0
add-yield-none,2,100,400,321000,802,0
add-yield-none,2,1000,4000,1406000,351,-9
add-yield-none,2,10000,40000,15688000,392,-165
add-yield-none,2,100000,400000,136265000,340,-464
add-yield-none,4,10,80,183000,2287,0
add-yield-none,4,20,160,225000,1406,0
add-yield-none,4,40,320,359000,1121,-1
add-yield-none,4,80,640,299000,467,-6
add-yield-none,4,100,800,653000,816,2
add-yield-none,4,1000,8000,2193000,274,-53
add-yield-none,4,10000,80000,17691000,221,-554
add-yield-none,4,100000,800000,189762000,237,-1129
add-yield-none,8,10,160,439000,2743,-2
add-yield-none,8,20,320,494000,1543,4
add-yield-none,8,40,640,784000,1225,7
add-yield-none,8,80,1280,1920000,1500,-4
add-yield-none,8,100,1600,1709000,1068,3
add-yield-none,8,1000,16000,14104000,881,-2
add-yield-none,8,10000,160000,144169000,901,-35
add-yield-none,8,100000,1600000,457309000,285,-232
add-yield-none,12,10,240,472000,1966,18
add-yield-none,12,20,480,694000,1445,7
add-yield-none,12,40,960,1057000,1101,-9
add-yield-none,12,80,1920,2167000,1128,7
add-yield-none,12,100,2400,2494000,1039,-7
add-yield-none,12,1000,24000,20654000,860,1
add-yield-none,12,10000,240000,-784694000,-3269,-2
add-yield-none,12,100000,2400000,59428000,24,-144
add-yield-m,2,10000,40000,209911000,5247,0
add-yield-c,2,10000,40000,25824000,645,0
add-yield-s,2,1000,4000,2764000,691,0
add-yield-m,4,10000,80000,498905000,6236,0
